Time(ms),Temp1,Temp2,Temp3,Temp4,Temp5
3088,44.24,36.43,40.82,45.70,43.75
3126,44.24,36.43,33.01,33.01,34.47
3165,43.75,36.91,37.89,39.84,39.84
3204,44.24,36.43,44.24,51.07,48.63
3241,44.24,36.91,32.03,32.03,34.47
3280,44.24,36.43,36.91,38.38,37.89
3318,44.24,36.43,45.70,53.52,51.07
3357,44.24,36.43,30.57,30.08,33.01
3395,44.24,36.91,38.38,39.84,38.38
3434,43.75,36.91,45.70,54.00,51.56
3473,44.24,36.43,31.05,29.59,29.10
3511,44.24,36.91,38.38,40.82,38.38
3550,44.24,36.43,45.21,53.52,51.56
3588,44.73,37.40,35.45,37.40,36.91
3627,44.24,36.91,36.43,37.89,36.91
3664,44.24,36.91,42.29,47.66,47.66
3703,44.24,36.43,40.82,45.70,44.24
3742,44.24,36.43,33.50,34.47,35.45
3780,44.24,36.91,38.38,40.82,41.31
3819,44.24,36.43,44.24,50.59,48.63
3857,44.24,36.91,32.52,32.52,34.96
3896,44.24,36.91,36.91,37.89,37.89
3935,44.24,36.43,45.21,53.03,50.59
3973,44.24,36.91,30.57,29.59,32.52
4012,44.24,36.43,37.89,38.87,37.40
4049,44.24,36.91,46.19,54.49,51.56
4088,44.24,36.43,31.05,29.10,29.59
4126,44.24,36.43,38.87,41.31,38.38
4165,44.24,36.43,44.73,53.03,51.07
4204,44.24,36.91,35.94,37.89,37.40
4242,43.75,36.43,34.96,35.94,35.45
4281,43.75,36.91,41.80,48.14,47.66
4319,44.24,36.43,41.31,46.19,44.73
4358,44.24,36.43,33.01,33.01,34.47
4396,44.24,36.91,37.40,39.84,40.33
4434,44.24,36.43,44.73,52.05,50.10
4473,44.24,36.91,32.03,32.03,33.98
4511,44.24,36.91,36.43,36.91,36.43
4550,44.24,36.43,46.19,54.49,51.56
4588,44.24,36.91,31.05,30.57,33.50
4627,44.24,36.43,36.91,37.89,36.43
4666,44.24,36.43,46.68,55.47,52.54
4704,44.24,36.43,31.05,30.08,31.54
4743,44.24,36.43,37.40,38.87,36.91
4781,44.24,36.91,45.70,54.00,52.05
4819,44.24,36.91,35.45,37.40,36.91
4857,44.24,36.91,35.45,35.94,35.45
4896,44.24,36.91,42.77,49.12,48.14
4935,44.24,36.91,41.31,45.70,44.24
4973,45.21,36.91,33.01,33.50,34.47
5012,44.24,36.91,37.89,40.82,41.31
5050,44.24,36.43,45.21,52.05,50.10
5089,44.24,36.43,32.03,31.54,33.98
5127,44.24,36.43,36.43,36.91,36.43
5166,44.24,36.43,47.17,55.47,52.54
5204,44.24,36.91,31.05,30.57,33.50
5242,44.24,36.43,36.43,37.40,35.94
5281,44.24,36.91,47.17,55.96,53.03
5319,44.24,36.43,30.08,29.10,30.57
5358,44.24,36.43,37.40,38.38,36.43
5396,44.24,36.91,46.68,55.47,53.03
5435,44.24,36.43,34.96,36.91,36.43
5474,44.24,36.91,35.45,36.43,35.45
5512,44.24,36.43,42.77,50.10,49.12
5551,44.24,36.91,40.33,44.73,43.26
5588,44.24,36.91,33.01,33.01,33.98
5627,44.24,36.43,38.38,41.31,41.80
5666,44.24,36.43,44.73,51.56,49.61
5704,44.24,36.43,32.03,32.03,33.98
5743,44.24,36.91,36.43,37.40,36.91
5781,44.73,36.91,46.19,54.49,51.56
5820,44.73,36.91,31.05,30.57,33.50
5858,44.24,36.43,37.40,37.40,36.43
5897,44.24,35.94,47.17,54.98,52.54
5936,44.24,36.43,31.05,30.08,31.54
5974,43.75,36.91,37.89,39.36,36.91
6012,44.24,36.91,46.19,54.98,52.54
6050,44.24,36.91,34.96,36.43,35.94
6089,44.24,36.91,35.45,36.43,35.94
6127,44.24,36.91,43.26,50.10,49.12
6166,44.24,36.43,39.84,44.24,42.77
6205,44.24,36.91,33.01,33.01,33.98
6243,44.24,36.91,38.38,41.80,42.29
6282,44.24,36.91,44.24,51.07,49.61
6320,44.24,36.43,31.05,30.57,33.01
6359,44.24,36.91,35.94,36.91,36.43
6397,44.24,36.91,46.68,54.98,52.05
6435,44.24,36.43,30.57,30.08,33.01
6474,44.24,36.43,36.43,36.91,35.94
6512,44.24,36.91,47.17,55.96,53.03
6551,44.24,36.91,30.57,29.59,31.54
6589,44.24,36.43,37.40,38.38,36.43
6628,44.24,36.91,46.19,54.98,52.05
6667,44.24,36.91,34.47,35.94,35.45
6705,44.24,36.91,35.45,36.43,35.94
6744,44.24,36.91,43.26,50.10,49.12
6781,44.24,36.43,39.84,43.75,42.29
6820,44.24,36.91,33.50,33.98,34.47
6858,44.24,36.43,38.87,42.29,42.77
6897,44.73,37.40,44.24,50.59,49.12
6936,44.24,36.43,32.03,32.03,33.98
6974,44.24,35.94,36.91,36.91,36.91
7013,44.24,36.91,46.68,54.49,51.56
7051,44.73,36.91,31.05,30.57,33.50
7090,44.24,36.91,36.91,37.40,35.94
7129,44.24,36.43,47.17,55.47,53.03
7166,44.24,36.91,30.57,29.59,32.03
7205,44.24,36.91,37.40,38.87,36.91
7243,44.24,36.43,46.19,54.98,52.54
7282,44.24,36.43,34.47,35.45,35.45
7320,44.24,36.43,35.45,36.91,35.94
7359,44.24,36.91,43.26,50.59,49.61
7398,44.24,36.43,39.36,43.26,41.80
7436,44.24,36.91,33.50,33.98,34.47
7475,44.24,36.91,38.87,42.77,43.26
7513,44.24,36.91,43.75,50.59,48.63
7552,44.24,36.91,31.54,31.54,33.50
7589,44.24,36.91,36.43,37.40,36.91
7628,44.24,36.43,45.70,53.52,51.07
7667,44.24,36.43,31.05,30.57,33.01
7705,44.24,36.43,36.91,37.89,36.43
7744,44.24,36.91,46.68,55.47,52.54
7782,44.24,36.91,30.57,29.59,32.03
7821,44.24,36.43,37.89,38.87,37.40
7859,44.24,36.43,46.68,55.47,52.54
7898,44.24,36.43,33.98,34.96,34.96
7937,44.24,36.43,35.94,36.91,35.94
7974,44.24,36.43,43.75,51.07,50.10
8013,44.24,36.91,38.87,42.77,41.31
8051,44.24,36.43,33.50,33.98,34.47
8090,44.24,36.43,38.87,43.26,43.75
8129,44.24,36.91,43.75,50.59,49.12
8167,44.24,36.91,31.54,31.05,33.50
8206,44.24,36.43,36.43,37.40,36.91
8244,44.24,36.91,46.19,54.49,51.56
8283,44.24,36.91,30.57,30.08,33.01
8321,44.24,36.43,36.43,36.91,35.45
8359,44.24,36.43,47.17,55.96,52.54
8398,44.24,36.91,30.08,29.10,31.54
8436,44.24,36.91,37.89,38.87,36.91
8475,44.24,36.43,46.19,55.47,52.54
8513,44.24,36.91,33.98,34.96,35.45
8552,44.24,36.43,35.94,36.91,35.94
8590,44.24,36.91,43.75,50.59,49.61
8629,44.24,36.91,38.87,42.77,41.31
8668,44.24,36.43,33.98,34.47,34.96
8706,44.24,36.91,39.36,43.75,43.75
8744,44.24,36.43,43.26,50.10,48.63
8782,44.24,36.91,32.03,32.03,33.98
8821,44.24,36.43,36.43,37.40,36.91
8860,44.24,36.43,45.70,53.52,51.07
8898,44.24,36.91,31.05,31.05,33.50
8937,44.24,36.43,36.91,37.40,35.94
8975,44.24,36.43,46.19,54.98,52.05
9014,44.24,36.43,30.08,29.59,32.03
9052,44.24,36.43,37.89,38.87,36.91
9091,44.24,36.43,46.19,54.49,52.05
9129,44.24,36.43,33.98,34.96,35.45
9167,43.75,36.91,35.94,37.40,36.43
9206,44.24,36.43,43.75,51.07,49.61
9244,44.24,36.91,38.87,42.29,41.31
9283,44.24,36.43,33.50,34.47,34.96
9321,44.24,36.43,39.84,43.75,44.24
9360,44.24,36.43,43.26,50.10,48.63
9399,44.24,36.91,32.03,32.03,33.98
9437,44.24,36.43,36.43,37.40,36.91
9476,44.24,36.43,46.19,54.00,51.07
9513,44.24,36.91,31.54,31.05,33.98
9552,44.24,36.43,36.91,37.40,35.94
9591,44.24,36.43,46.68,55.47,52.05
9629,44.24,36.91,30.57,29.59,32.03
9668,44.24,36.91,37.40,38.38,36.91
9706,43.75,36.43,46.19,54.98,52.54
9745,44.24,36.43,33.50,34.47,34.47
9783,44.24,36.43,35.94,37.40,36.43
9822,44.24,36.43,44.24,51.56,50.10
9861,44.24,36.91,38.38,41.80,40.82
9899,44.24,35.94,33.98,34.47,34.96
9937,44.24,36.91,39.84,44.24,44.73
9975,44.24,36.43,43.26,50.10,48.63
10014,44.24,36.43,32.03,32.03,33.98
10053,44.24,36.43,39.36,43.75,44.73
10093,44.24,36.43,39.84,43.26,41.80
10133,44.24,36.91,34.96,35.45,36.43
10172,44.24,35.94,45.21,53.03,51.56
10212,44.24,36.43,30.08,28.61,32.03
10251,44.24,36.91,36.91,37.40,36.43
10291,44.24,36.91,46.68,54.98,52.54
10331,44.24,36.91,32.52,33.01,35.94
10370,44.24,36.43,39.84,44.24,45.70
10409,44.24,36.43,39.84,42.77,41.80
10448,44.24,36.43,34.96,35.45,36.43
10488,44.24,36.43,45.21,53.03,51.56
10528,44.24,36.43,30.57,29.10,32.03
10567,44.24,36.43,36.91,37.40,36.43
10607,44.24,36.43,46.68,54.98,52.54
10646,44.24,36.43,32.52,33.01,35.94
10686,44.24,36.43,40.33,44.73,46.19
10726,44.24,36.91,39.84,42.77,41.80
10765,43.75,36.43,34.96,35.94,36.43
10805,44.24,36.91,45.21,53.03,51.56
10844,44.24,36.43,30.57,29.10,32.03
10884,44.24,36.91,36.91,37.40,36.43
10924,44.24,36.91,46.68,54.98,52.54
10962,44.24,36.43,32.52,33.01,35.94
11002,44.24,36.91,40.33,44.73,46.19
11041,44.24,36.43,39.84,42.77,41.80
11081,44.24,36.43,34.96,35.94,36.43
11120,44.24,36.91,45.70,53.03,51.56
11160,44.24,36.91,30.57,29.10,32.03
11200,44.24,36.91,37.40,37.40,36.43
11239,44.24,36.43,46.68,54.98,52.54
11279,44.24,36.91,32.52,33.01,35.94
11318,44.24,36.43,40.33,44.73,46.19
11358,44.24,36.43,39.84,42.77,41.31
11398,44.24,36.43,34.96,35.94,36.43
11437,43.75,36.91,45.21,53.03,51.56
11476,44.24,37.40,30.57,28.61,32.52
11515,44.24,36.43,37.40,37.89,36.91
11555,44.73,37.40,47.17,55.47,52.54
11595,44.24,36.91,32.52,33.01,35.94
11634,44.73,37.40,40.33,44.73,46.19
11674,44.24,36.91,39.36,42.29,41.80
11713,44.24,36.43,34.47,35.45,35.94
11753,44.24,36.43,45.70,53.03,51.56
11793,44.24,36.43,30.57,28.61,32.03
11832,44.24,36.91,36.91,37.40,36.43
11872,44.24,36.43,47.17,55.96,53.03
11911,44.24,37.40,32.52,32.52,35.94
11951,43.75,36.43,40.33,45.21,46.68
11991,44.24,36.43,39.36,42.29,41.31
12029,43.75,36.91,34.96,35.45,35.94
12069,44.24,36.43,45.70,54.00,52.05
12108,44.24,36.91,30.08,28.12,32.03
12148,44.24,36.91,36.91,36.91,35.94
12188,44.24,36.43,47.66,56.45,53.52
12227,44.24,36.43,31.54,32.03,35.45
12267,43.75,36.91,40.33,45.21,46.68
12306,44.24,36.43,39.36,41.80,40.82
12346,44.24,36.91,34.47,34.96,35.94
12385,44.24,36.91,46.19,54.00,52.05
12425,44.24,36.43,30.08,28.61,32.03
12465,44.24,36.91,36.91,36.91,36.43
12504,44.24,36.91,47.17,55.47,53.03
12544,44.24,36.43,32.52,33.01,35.94
12582,44.24,36.43,40.82,45.70,47.17
12622,44.24,36.91,39.36,42.29,41.31
12662,44.24,36.91,34.96,35.45,36.43
12701,44.24,36.43,46.19,54.00,52.54
12741,44.24,36.91,30.08,28.61,32.03
12780,44.24,36.91,36.91,36.91,36.43
12820,44.24,36.91,47.17,55.47,53.03
12860,44.24,36.43,32.52,33.01,35.94
12899,44.24,36.43,40.33,45.21,46.68
12939,43.75,36.43,38.87,41.80,40.82
12978,43.75,36.43,34.96,35.45,35.94
13018,44.24,36.43,45.70,54.00,52.05
13058,44.24,36.43,30.57,29.10,32.52
13096,44.24,36.43,36.91,37.40,36.43
13136,43.75,36.91,47.17,55.47,53.03
13175,44.24,36.91,32.52,33.01,35.94
13215,44.24,35.94,40.82,45.70,47.17
13255,44.24,36.91,38.87,41.80,40.82
13294,44.24,36.43,34.96,35.45,35.94
13334,43.75,36.91,45.70,54.00,52.05
13373,44.24,36.43,30.57,29.10,32.52
13413,44.24,36.43,36.43,36.91,36.43
13453,44.24,36.91,47.17,55.47,53.03
13492,44.24,36.91,32.03,32.52,35.94
13532,44.24,36.43,40.82,45.70,47.17
13571,44.24,36.43,38.87,41.31,40.82
13611,44.24,36.91,34.96,35.45,35.94
13649,44.24,36.91,45.70,54.00,52.05
13689,43.75,36.91,30.57,28.61,32.03
13729,44.24,36.43,37.40,37.40,36.91
13768,43.75,36.43,47.17,55.47,53.03
13808,44.24,36.43,32.52,33.01,35.94
13847,44.24,36.91,40.82,45.70,47.17
13887,44.24,36.43,38.87,41.31,40.82
13927,43.75,36.43,34.96,35.45,35.94
13966,44.24,36.43,45.70,54.00,52.05
14006,43.75,36.43,30.08,28.61,32.03
14045,44.24,36.43,36.91,36.91,36.43
14085,44.24,36.43,46.68,54.98,52.54
14125,43.75,36.43,32.52,33.01,36.43
14163,43.75,36.91,40.82,45.70,47.17
14203,43.75,36.43,38.87,40.82,40.33
14242,44.24,36.43,34.96,35.94,36.43
14282,44.24,36.91,45.70,53.52,51.56
14322,43.75,36.43,30.08,29.10,32.52
14361,43.75,36.91,36.91,37.40,36.91
14401,44.24,36.43,46.68,54.98,52.54
14440,43.75,36.43,32.52,33.01,35.94
14480,44.24,36.43,40.82,45.70,47.17
14520,44.24,36.91,38.38,40.82,40.33
14559,44.24,36.43,34.96,35.94,36.43
14599,44.24,36.43,45.70,53.52,52.05
14638,44.24,36.43,30.08,28.61,32.03
14678,43.75,36.91,36.91,37.40,36.91
14717,43.75,36.43,46.68,54.98,52.54
14756,44.24,36.43,32.52,33.01,35.94
14796,43.75,36.43,40.82,45.70,47.17
14835,44.24,36.91,38.38,40.82,40.33
14875,44.24,36.43,35.45,35.94,36.43
14914,43.75,36.43,45.70,54.00,52.05
14954,44.24,36.91,30.08,28.61,32.03
14994,44.24,36.43,36.91,36.91,36.43
15033,44.24,36.91,46.68,54.98,52.54
15073,43.75,36.43,32.52,33.01,35.94
15112,43.75,36.43,40.82,45.70,47.17
15152,44.24,36.43,38.38,40.33,39.84
15192,43.75,36.91,34.47,34.96,35.45
15230,43.75,36.43,46.19,54.00,52.05
15270,43.75,36.43,29.59,28.12,31.54
15309,43.75,36.43,36.43,36.43,35.94
15349,43.75,36.43,47.17,55.47,52.54
15389,44.24,36.43,32.52,32.52,35.45
15428,44.24,36.43,40.82,46.19,47.17
15468,43.75,36.43,38.38,40.82,40.33
15507,43.75,36.43,34.96,35.45,35.94
15547,44.24,36.91,46.19,54.49,53.03
15587,44.24,36.43,30.08,28.12,32.03
15626,44.24,36.43,36.91,36.91,36.43
15666,44.24,36.91,47.17,55.96,53.03
15705,43.75,37.40,32.52,32.52,35.94
15745,44.73,36.91,41.31,46.19,47.66
15784,44.73,36.91,38.87,41.31,40.33
15823,44.24,36.91,34.96,35.94,36.43
15863,44.73,37.40,46.19,54.49,52.54
15902,44.24,36.43,30.08,28.61,32.52
15942,44.24,36.43,36.91,36.91,36.91
15982,43.75,36.43,47.17,55.47,52.54
16021,44.24,36.43,32.03,32.52,35.94
16061,44.24,36.43,41.31,46.19,47.66
16100,44.24,36.43,38.38,40.82,40.33
16140,44.24,36.43,34.96,35.45,35.94
16179,44.24,36.91,46.19,54.49,52.54
16219,43.75,36.43,30.08,29.10,32.52
16259,44.24,36.43,36.43,36.43,36.43
16297,44.24,36.43,47.17,55.96,53.03
16337,43.75,36.43,32.03,32.52,35.45
16376,44.24,36.91,41.31,46.19,47.66
16416,43.75,36.43,38.38,40.82,40.33
16456,43.75,36.43,34.47,34.96,35.45
16495,44.24,36.43,46.19,54.49,52.54
16535,43.75,36.43,30.08,28.61,32.03
16574,43.75,36.43,36.43,36.43,36.43
16614,44.24,36.43,47.66,56.45,53.52
16654,43.75,36.91,32.03,32.03,35.45
16693,44.24,36.91,41.31,46.19,47.66
16733,44.24,35.94,38.87,41.31,40.82
16772,43.75,36.43,34.96,35.45,35.94
16812,43.75,36.43,46.19,54.49,52.54
16851,44.24,36.43,30.08,29.10,32.52
16890,44.24,36.91,36.43,36.91,36.43
16930,43.75,36.43,47.66,55.96,53.03
16969,44.24,36.43,32.52,32.52,35.94
17009,44.24,36.91,40.82,45.70,47.17
17049,43.75,36.43,38.38,40.82,40.33
17088,44.24,36.43,34.47,34.96,35.94
17128,44.24,36.43,46.19,54.49,52.54
17167,43.75,36.91,30.08,29.10,32.52
17207,44.24,36.91,36.43,36.91,36.43
17247,44.24,36.43,47.17,55.96,53.03
17286,43.75,36.43,31.54,32.03,35.45
17326,44.24,36.91,40.82,46.19,47.17
17364,43.75,36.43,38.38,40.82,40.33
17404,44.24,36.91,34.47,34.96,35.45
17443,43.75,36.91,46.68,54.49,52.54
17483,43.75,36.43,30.08,29.10,32.52
17523,43.75,36.43,36.43,36.43,36.43
17562,43.75,36.91,47.17,55.96,53.03
17602,44.24,36.43,32.03,32.52,35.45
17641,44.24,36.43,41.31,46.19,47.66
17681,44.73,36.43,38.87,40.82,40.33
17721,44.24,36.91,34.47,34.96,35.45
17760,44.73,36.91,46.19,54.49,52.54
17800,44.24,36.43,30.57,29.10,32.52
17839,43.75,36.43,36.43,36.43,36.43
17879,43.75,36.91,47.66,55.96,53.03
17918,43.75,36.43,32.03,32.03,35.45
17957,44.24,36.43,40.82,46.19,47.66
17997,44.24,36.91,38.38,40.82,40.33
18036,43.75,36.43,34.47,34.96,35.45
18076,44.24,36.43,46.68,54.98,53.03
18116,44.24,36.43,30.08,28.61,32.52
18155,43.75,36.43,36.43,36.43,36.43
18195,43.75,36.91,47.66,55.96,53.03
18234,44.24,36.91,32.03,32.03,35.45
18274,43.75,36.43,41.31,46.19,47.66
18314,43.75,36.43,38.87,41.31,40.33
18353,43.75,36.43,34.47,34.96,35.45
18393,44.24,36.91,46.19,54.49,53.03
18432,43.75,36.43,30.08,29.10,32.52
18471,43.75,36.43,36.43,36.43,35.94
18511,43.75,36.91,47.17,55.96,53.03
18550,43.75,36.91,32.03,32.52,35.45
18590,44.24,36.91,40.82,45.70,47.17
18629,44.24,36.43,38.38,40.82,40.33
18669,43.75,36.43,34.47,34.96,35.45
18708,43.75,36.91,46.19,54.49,52.54
18748,43.75,36.43,30.57,29.10,32.52
18788,44.24,36.43,36.43,36.43,35.94
18827,43.75,36.43,47.66,55.96,53.52
18867,43.75,36.91,32.03,32.52,35.45
18906,43.75,36.91,40.82,45.70,47.17
18946,43.75,36.43,38.87,41.31,40.82
18985,43.75,36.91,34.47,34.47,34.96
19024,44.24,36.91,46.19,54.98,53.03
19064,44.24,36.91,30.08,28.61,32.03
19103,44.24,36.43,35.94,35.94,35.45
19143,44.73,37.40,47.66,56.45,53.52
19183,44.73,36.91,32.03,32.03,35.45
19222,44.24,36.91,40.82,45.70,47.66
19262,44.24,36.43,38.87,41.80,40.82
19301,44.24,36.43,34.47,35.45,35.94
19341,44.24,36.91,46.19,54.49,52.54
19381,44.24,36.91,30.08,28.61,32.03
19420,44.24,36.43,36.43,36.43,35.94
19460,44.24,36.43,47.66,56.45,53.52
19499,44.24,37.40,31.54,31.54,34.96
19538,44.24,36.91,40.82,46.19,47.66
19578,43.75,36.43,38.87,41.31,40.82
19617,43.75,36.43,33.98,34.47,35.45
19657,44.24,36.43,46.19,54.98,53.03
19696,43.75,36.43,30.08,28.61,32.03
19736,43.75,36.43,36.43,36.43,35.94
19776,43.75,36.43,47.17,55.96,53.03
19815,44.24,36.43,31.54,32.03,34.96
19855,43.75,36.91,40.82,45.70,47.17
19894,43.75,36.91,38.87,41.31,40.82
19934,43.75,36.43,34.47,34.96,35.45
19973,43.75,36.43,46.19,54.49,52.54
20013,43.75,36.91,29.59,28.12,32.03
20052,43.75,36.91,36.91,37.40,36.43
20091,43.75,36.91,47.17,55.47,53.03
20131,43.75,36.43,32.03,32.52,35.94
20170,43.75,36.43,40.82,46.19,47.66
20210,43.75,36.91,38.38,40.33,39.84
20250,44.24,36.91,34.96,35.94,36.43
20289,44.24,36.43,46.19,54.00,52.54
20329,44.24,36.43,30.08,28.61,32.03
20368,43.75,36.91,36.91,36.91,36.43
20408,44.24,36.91,47.17,55.47,52.54
20448,44.24,36.43,32.52,33.01,35.94
20487,44.24,36.91,40.82,46.19,47.17
20527,43.75,36.43,38.38,40.82,40.33
20566,44.24,36.43,34.96,35.45,35.94
20605,43.75,36.43,46.19,54.00,52.05
20645,43.75,36.43,30.08,28.61,32.03
20684,43.75,36.43,36.43,36.91,36.43
20724,44.24,36.43,46.68,54.98,52.54
20763,44.24,36.43,32.52,33.01,35.94
20803,43.75,36.43,40.82,45.70,47.17
20843,44.24,36.43,38.38,40.33,39.84
20882,44.24,36.91,34.47,34.96,35.45
20922,44.24,36.91,46.19,54.00,52.05
20961,44.73,36.91,30.08,28.12,31.54
21001,44.24,36.43,36.91,36.91,36.43
21041,43.75,36.43,47.17,55.47,53.03
21080,44.24,36.43,32.52,33.01,35.94
21120,44.24,36.43,40.82,46.19,47.17
21158,43.75,36.43,38.38,41.31,40.33
21198,43.75,36.43,34.96,35.45,35.94
21237,43.75,36.91,46.19,54.49,52.54
21277,43.75,36.43,30.08,28.12,32.03
21317,44.24,36.43,36.91,37.40,36.43
21356,43.75,36.91,47.17,55.47,52.54
21396,43.75,36.43,32.03,32.52,35.45
21435,43.75,36.43,40.82,45.70,47.17
21475,43.75,36.43,38.38,40.82,40.33
21515,43.75,36.43,34.47,35.45,35.94
21554,44.24,36.91,45.70,54.00,52.05
21594,43.75,36.43,30.08,28.61,32.03
21633,43.75,36.43,36.91,37.40,36.43
21672,44.24,36.91,47.17,55.47,52.54
21712,43.75,36.91,32.52,33.01,35.94
21751,43.75,36.91,40.82,45.70,47.17
21791,43.75,36.43,38.87,41.31,40.82
21830,44.24,36.43,34.96,35.94,36.43
21870,43.75,36.43,45.70,53.52,52.05
21910,44.24,37.40,30.08,28.61,32.03
21949,44.24,35.94,36.91,37.40,36.43
21989,44.24,36.43,46.68,54.98,52.05
22028,44.24,36.43,32.03,33.01,35.94
22068,43.75,36.91,40.33,45.21,46.68
22108,44.24,36.43,38.87,41.31,40.82
22147,43.75,36.43,34.96,35.45,35.94
22187,43.75,36.91,46.19,54.00,52.54
22225,43.75,36.43,30.08,28.12,32.03
22265,43.75,35.94,36.91,36.91,36.43
22305,43.75,36.91,47.17,55.96,53.03
22344,44.24,36.43,32.03,32.52,35.45
22384,43.75,36.43,40.33,45.21,46.68
22423,44.24,36.91,39.36,42.29,41.31
22463,44.24,36.43,34.96,35.45,35.94
22502,43.75,36.43,45.70,53.52,52.05
22542,43.75,36.43,30.08,29.10,32.52
22582,43.75,36.91,36.91,36.91,36.43
22621,43.75,35.94,46.68,54.98,52.54
22661,43.75,36.43,32.03,32.52,35.94
22700,43.75,36.91,40.33,44.73,46.19
22739,43.75,36.43,39.36,42.29,41.31
22779,43.75,36.91,34.96,35.45,35.94
22818,43.75,36.43,45.70,53.52,51.56
22858,43.75,36.43,30.57,29.10,32.03
22897,43.75,36.43,36.91,36.91,36.43
22937,43.75,36.91,46.68,54.98,52.54
22977,44.24,36.43,32.52,33.01,35.94
23016,43.75,36.43,39.84,44.24,46.19
23056,44.24,36.43,39.84,42.77,41.80
23095,43.75,36.91,34.96,35.45,36.43
23135,43.75,36.43,45.70,53.52,52.05
23175,43.75,36.43,30.08,28.61,32.03
23214,43.75,36.43,36.91,36.91,35.94
23254,44.24,36.43,47.17,55.96,53.03
23292,43.75,35.94,32.52,33.01,35.94
23332,43.75,36.43,39.84,44.24,45.70
23372,43.75,36.91,39.84,42.77,41.80
23411,43.75,36.91,34.47,35.45,35.94
23451,43.75,36.43,45.70,53.52,51.56
23490,43.75,36.43,30.57,29.10,32.52
23530,43.75,36.91,36.91,36.91,35.94
23570,44.24,36.43,47.17,55.47,52.54
